category,location,name,website,phone,address,rating,emails
real estate agents,Bareilly,Rawat property dealer,,,,5.0,
real estate agents,Bareilly,The Mark Realtors,,075058 87796,"Gate no.2, 100 Futa Rd",5.0,
real estate agents,Bareilly,Avdanam properties,,095578 35321,"35/A, Ambuj Super City",5.0,
real estate agents,Bareilly,Property Broker Bareilly,https://property-broker-bareilly.ueniweb.com/?utm_campaign=gmb,095369 44834,,2.4,
real estate agents,Bareilly,Raja Property Dealers.,,097608 66941,"Raja Property Dealers, Pilibhit Bypass Rd, near New Gupta Car Bazar",5.0,
real estate agents,Bareilly,Vishal Real estate,,084108 13813,,4.0,
real estate agents,Bareilly,Amber Heights Infra P Ltd,,082738 13991,"9F66+5VJ, Amber heights, Bisalpur Rd, near green park",4.3,
real estate agents,Bareilly,Happy properties,http://happyhomeproperties.co.in/,080 4802 6556,"A-7,Rajendra nagar,Near kipps super Market,sheel chauraha,Bareilly",3.4,
real estate agents,Bareilly,Jeevan Sukh Bareilly,,094586 07676,"Near BADA BY-PASS, Pilibhit Rd, near Padmawati Academy and Brij Bhushan Lal Public School",4.0,
real estate agents,Bareilly,Bhardwaj Associates | Real Estate Properties | Bareilly Best Properties | Vastu Astrology,https://bhardwajvastu.in/,,"45 Residency garden, Stadium Rd, near Pani ki Tanki",,
real estate agents,Bareilly,Amiltus Builders,http://www.amiltus.com/,072329 00800,"1, Pilibhit Bypass Rd, opp. rohilkhand university",4.7,info@amiltus.com
real estate agents,Bareilly,Durga Car & Property,,094123 55555,"C-666, KK Hospital Rd",4.1,
real estate agents,Bareilly,Guru Ji Properties,,079061 60588,"POLICE STATION, IVRI Rd, near IZZAT NAGAR",,
real estate agents,Bareilly,Zero Home,https://zerohome.in/,,"3rd Floor, Krishna Janki Place, 35-C, near Suri Color Lab",5.0,
real estate agents,Bareilly,PropsSquare,https://www.propssquare.com/,0581 350 0397,"Bank of Baroda Pilibhit Bye Pass Road Branch, 4, DS PLAZA, MAHARAJA AGRASEN NAGAR YOJANA, Bisalpur Rd",5.0,support@propssqaure.com;support@propssquare.com;support@propssuare.com
real estate agents,Bareilly,MEGA HEIGHTS,http://megaheights.in/,096901 77555,"Ashutosh City, Colony Rd",4.2,info@megaheights.in
real estate agents,Bareilly,Pankaj Property Dealer & PASS Construction,,097194 13234,"48/62A BHARAT GALI, Bara Bazar",4.5,
real estate agents,Bareilly,Kanjroop Developer Pvt. Ltd. | Bareilly Property | Plots & Villas,,,"A54, Pilibhit Bypass, MJPRU Rd",5.0,
real estate agents,Bareilly,Sakshi Property & Construction,http://sakshibuilder.com/,093591 21283,100 Feet Road,5.0,
real estate agents,Bareilly,Aero City,http://kunalproperties.in/,093591 01677,"Nainital Rd, near Radha Swami Satsang Ashram",4.2,vickychhabra2009@gmail.com
real estate agents,Bareilly,Jagdish property dealer,,,"J/14, opposite Indian Oil Bhavan",2.3,
real estate agents,Bareilly,Phool Narayan Park 2,http://www.phoolnarayanpark.in/,090123 49555,,3.5,
real estate agents,Bareilly,Harmony Flats Bareilly,,,,3.9,
real estate agents,Bareilly,D G Infra Towers Private Limited,,092196 01000,9CMM+RHW,4.0,
real estate agents,Bareilly,BAREILLY PROPERTY BAZAR,https://www.bareilly-properties.com/,082738 38440,"KPLG REAL ESTATE ,MOHANPUR ROAD, Nakatia Bridge",3.7,
real estate agents,Bareilly,Billu babu neta ji properties,,,"A1115, near banke bihari temple",5.0,
real estate agents,Bareilly,Vivek Goel Properties,,,,,
real estate agents,Bareilly,Anandam Homes,,,,3.7,
real estate agents,Bareilly,Kuber Builders and Properties,,094122 92913,"9FP4+8JG, Mini Byp",5.0,
real estate agents,Bareilly,Urbania Bareilly,,094586 07676,"Sunrise Colony, Dohra Road, behind M.J.P Rohilkahand University",4.4,
real estate agents,Bareilly,AARNA COUNTY,https://www.sai-infra.in/aarna-county.html,095209 54467,9CM3+9PW,4.5,
real estate agents,Bareilly,Bela Properties and Builders,,072407 27240,"pul, Shiv Shakti Garden, Bareilly - Bisalpur Rd",4.7,
real estate agents,Bareilly,Galaxy Homes Apartment,,,,4.5,
real estate agents,Bareilly,Yagya Estate,,,"Karampur Choudhary, Bareilly - Nainital Rd",4.0,
real estate agents,Bareilly,shyam properties,,094110 05274,"01, 100 Futa Rd",5.0,
real estate agents,Bareilly,Mega mansions,,,9F7H+7M,4.3,
real estate agents,Bareilly,ROYAL VILLAS,,,"BHARTOOL ROAD, opp. FIAQ ENCLAVE",4.0,
real estate agents,Bhopal,ANANTA PROPERTY,https://anantaproperty.in/,078985 96901,"OFFICE No.6 - 2nd Floor, DOMINO'S, CI Square, Main, Kolar Rd",4.8,
real estate agents,Bhopal,Rathore Propertydealer & Travels,,088894 80868,"Shop No S-8,Near Western Hotel. Amarnath Colony, 462042",4.9,
real estate agents,Bhopal,The Property Equation : Rental Service Bhopal | Real Estate | Property dealer | Property agent | Property broker | Bhopal,http://www.propertyequation.com/,096447 74466,,4.8,propertyequation@jusmark.com
real estate agents,Bhopal,Aawaas Real Estate | Property dealer | Property agent | Property broker | Real estate consultant | Home loan,http://www.aawaasrealestate.in/,088898 88826,"E301, Sagar High St, near D mart",5.0,
real estate agents,Bhopal,"Realtydial - Best Property Dealer in Bhopal, Real Estate Agent In Bhopal",http://www.realtydial.com/,089891 88880,"Akshay Saxena 57, near Ram Mandir Road",4.9,info@realtydial.com
real estate agents,Bhopal,propertyECO®,https://www.propertyeco.com/,098260 98008,"propertyECO® ,Sh No.5, Plot No.9-B,Govind Garden,Raisen Road,Govindpura, JK RoAd, near to Arera Colony",4.9,info@propertyeco.com;propertyeco1@gmail.com
real estate agents,Bhopal,Anuyash Properties | Real Estate Agency At Kolar Bhopal,https://anuyashproperty.com/,091799 55565,"H.No 123, Arth Dynasty, Sohagpur Road, near Mansarovar Dental College",4.8,info.yashproperty@gmail.com
real estate agents,Bhopal,Property Creator,https://www.landacre.in/,072240 48054,"A-89, Airport Rd",4.7,
real estate agents,Bhopal,REMAX Prime Properties,https://remax.in/office_details?office=RE%2FMAX%20Prime%20Properties,,"FF 07, Aakriti Business Center, Aakriti Eco City Rd",4.9,bhopalprimeproperties@gmail.com;marketing@remax.in;wecare@remax.in
real estate agents,Bhopal,Bhopal Property Hub,http://www.bhopalpropertyhub.com/,083193 51380,"A-263, JK Rd",4.9,
real estate agents,Bhopal,Rocky Realty Pvt. Ltd.,http://rockyrealtybhopal.com/,098930 40007,"Shop No. 1B, Priyadarshini Nilayam",5.0,ankush.manwani025@gmail.com
real estate agents,Bhopal,𝐒𝐡𝐫𝐢 𝐌𝐚𝐧𝐠𝐥𝐚𝐦 𝐑𝐞𝐚𝐥𝐭𝐲,https://www.facebook.com/narendrakumarnamdeoo,096691 31951,"Shop No, 33 FF",5.0,
real estate agents,Bhopal,KSL Real Estate,http://www.kslrealestate.in/,098932 44009,"Bhawani Dham, Plot no.23, Phase - 2, in front of Bonnie Foi School",4.2,kslrealestatebpl@gmail.com
real estate agents,Bhopal,Flexton Realties Pvt Ltd,https://flexton-realties-pvt-ltd.bizportal.in/,098931 54138,"Office number 352, Dynamic Center, 11",5.0,
real estate agents,Bhopal,Shivay Enterprises: Best Real Estate Agent in Bhopal| Best Property Consultant in Bhopal,,073899 22337,"Shop No 2, 77, Priya Darshini Phase 3, near Meenakshi Planet City",5.0,
real estate agents,Bhopal,Shri Sai Seva Property Deal.,,091117 23208,"Shop no. 13, Regal Treasure, near Ayodhya Bypass Road",4.8,
real estate agents,Bhopal,PROPERTY WALA BHOPAL (Residential Property & Plot) Property Dealer | Property Agent & Broker-RENTAL SERVICES -Buy House,https://property-wala.grexa.site/#services,079748 02579,"c 206, opposite Hanuman temple",5.0,
real estate agents,Bhopal,REMAX REALTY SERVICES,http://www.remax.in/,096301 27461,"3rd Floor, Shri Ram Kripa Tower, Narmadapuram Rd, near by Reliance Digital",4.4,compliance@remax.in;wecare@remax.in
real estate agents,Bhopal,ANIL PROPERTIES,,098931 64317,"E-8/7, Bharat Nagar Rd, opp. HP gas agency",4.9,
real estate agents,Bhopal,Regent Property Consultant in Bhopal,https://flatfor.com/,079870 25005,"123, Zone-II, opp. SBI Bank",3.5,regentproperty99@gmail.com
real estate agents,Bhopal,Om Sai Property Solution,,070000 29782,C3 - OFFICE NO - 5. SURABHI SMART PLAZA BESIDE POLICE STATION AWADHPURI,4.9,
real estate agents,Bhopal,SHRI BALAJI PROPERTY,https://youtube.com/@bhavyapropertybhopal,096695 27866,SHOP NO.1 FINE AVENU,4.9,
real estate agents,Bhopal,Maran Realty,,098273 41020,"E-3/107 First Floor Behind Archies Gallery 10 No. Market, Arera Colony",4.5,
real estate agents,Bhopal,Kunj Property and Builders,,078799 80339,"Shop No. 1, Globus Green Acres Complex, Lalghati",4.8,
real estate agents,Bhopal,Amrit Homes Private Limited - Best Builders in Bhopal,https://amrithomes.com/,077708 88880,"17 zone, Amrit Homes, 2, opposite Gk palace hotel",4.8,
real estate agents,Bhopal,Ansh Property (Cunsultancy Services),,081098 90017,"KRISHNA ARCADE, D/8, near Raja Bhoj Arcade",4.7,
real estate agents,Bhopal,"MakaanMalikkh.Com, Real Estate Bhopal, Property Dealer, Property Broker, Real Estate Consultant, Real Estate Ayodhya Bhopal",https://www.makaanmalikkh.com/,076975 17791,"FF-117, Minal Shopping Mall",5.0,makaanmalikkh@gmail.com
real estate agents,Bhopal,The Company,https://the-company.in/,096876 75225,"Ground Floor, B5, beside Sharda Automobiles, near Om hospital",4.8,connecttc@the-company.in
real estate agents,Bhopal,Service 'N' Services,http://servicenservices.com/,096699 80488,"59, Bus Stop No.6, BDA Market, Shivaji Nagar",4.6,
real estate agents,Bhopal,Kiraya.com Bhopal,,092002 00111,,3.6,
real estate agents,Bhopal,Homeonline,https://www.homeonline.com/,088753 44344,"21, opp. Board Office Chouraha",3.8,
real estate agents,Bhopal,Top Properties In Bhopal,,,"Shop number 17, Nikunj hight, Barrai Rd, near saint Francis School",5.0,
real estate agents,Bhopal,one call property solution bhopal,,,"MB-08, BLOCK - A, MAZZANINE FLOOR, MANSAROWAR COMPLEX, Habibganj Rd, near BJP OFFICE",4.5,
real estate agents,Bhopal,Adv. Vipin Saxena and Associates - Property Consultant,,098265 19946,,5.0,
real estate agents,Bhopal,Chugh Syndicate Property Pvt Ltd,http://www.chughsyndicate.com/,094256 66664,"Plot no 32 First Floor, near Manohar Dairy",5.0,jiteshchugh@gmail.com
real estate agents,Bhopal,Panchwati Brokers,,081090 87881,"79H5+5FP, Panchwati Rd",4.4,
real estate agents,Bhopal,Bhopal Real Estate Experts,http://bhopalrealestateexperts.in/,097520 67367,"Raisen Rd, near Gurudwara",5.0,
real estate agents,Bhopal,Kuber property sale purchase and rental Service,,095162 81874,"Bhumika Residency, Shop No. G-5 Kalind Business Centre, nearby Bhumika Residency",5.0,
real estate agents,Bhopal,Kolar property and construction( Renovation shade waterproof terrace sale purchase rantal painting fabrication arera colony,,078696 63328,,4.5,
real estate agents,Bhopal,GOODWILL REAL ESTATE,,,"SHOP NO 8,NIRUPAM STATE NEAR BAGSiwanIYA THANA, HOSANGABAD ROAD ,BAGSiwanIYA THANA,Bhopal,Madhya Pradesh,462043,India SHOP NO 8,NIRUPAM STATE NEAR BAGSiwanIYA THANA, Narmadapuram Rd",4.8,
real estate agents,Bhopal,Neelgagan Properties,,081090 74473,"Shop no. 2 Karond Sq Nishatpura Police Station Infront CIAE Gate, Street Number 1",5.0,
real estate agents,Bhopal,SHIVAJI PROPERTY & CONSTRUCTION,,096696 98766,"Shop No 13, Sagar Premium Towers",4.5,
real estate agents,Bhopal,Rudra Property Services,http://www.rudraporpertyservices.com/,088789 55555,"Shop No. 11, 1st Floor, Local Shopping Complex",4.6,
real estate agents,Bhopal,Vastu-Vikalp Realtors,https://youtube.com/@VASTUVIKALPREALTORS,099819 50511,"333, Rohit Nagar Rd",5.0,
real estate agents,Bhopal,Kanak Property Rental Service,http://kanakpropertyrentalservice.in/,074404 45502,,4.3,manojrangwan4848@gmail.com
real estate agents,Bhopal,Bhopal property house,https://www.instagram.com/bhopalpropertyhouse?igsh=OGZmbGJ3djdlajdx,,417 bhel Sangam colony,5.0,
real estate agents,Bhopal,Abhinav Homes,http://abhinavhomes.in/,092002 00345,"Plot no. 77, Abhinav Shopping Complex, near Queen Marry School",4.1,abhinavhomesbhopal@gmail.com
real estate agents,Bhubaneswar,MYSPACE REALTY PVT. LTD.,,092381 23456,"143, Saheed Nagar Rd, near Bishnu Temple",4.4,
real estate agents,Bhubaneswar,RAINBOW ASSETS Pvt. Ltd.,https://rainbowassets.com/,098530 11901,"6th Floor, Nexus Esplanade, 634-A",4.8,santosh@rainbowassets.com;20connect@rainbowassets.com;connect@rainbowassets.com;raplberhampur@rainbowassets.com
real estate agents,Bhubaneswar,Capdeal Realty Care Pvt. Ltd.,https://capdeal.io/,079 6945 1111,"Pal heights, Plot No : 108/3607",4.4,
real estate agents,Bhubaneswar,Odisha One - Property Management Service,https://odishaoneproperty.com/,094370 07071,"First Floor, Plot No.1013",4.6,info@odishaoneproperty.com
real estate agents,Bhubaneswar,Shreyansh Properties,https://shreyanshproperties.com/,079786 36110,"2nd floor, Plot No-27, near BPCL",4.8,
real estate agents,Bhubaneswar,BAIBHAV PROPERTIES,http://www.baibhavproperties.in/,097772 31324,"1st Floor, Bizzy Bee Harmony, near Chanakya Public School",5.0,baibhavproperties15@gmail.com
real estate agents,Bhubaneswar,Capital Realtycare,http://www.capitalrealtycare.in/,094376 83918,"Plot No:- 253, 992, NH 16",5.0,
real estate agents,Bhubaneswar,OM SAINATH ASSOCIATES | Real Estate and Rental Agency|,https://www.osa-homes.com/,,"Subhadra Apartment, 297/3605, Nandankanan Rd",4.9,
real estate agents,Bhubaneswar,RAAN Properties Pvt. Ltd,https://raanproperties.com/,073810 63634,"9R3F+7W6, KIIT Rd",4.8,raanproperties@gmail.com;info@raanproperties.com
real estate agents,Bhubaneswar,"Orimark Properties - Buy, Sale and Rent Property in Bhubaneswar",https://orimarkproperties.com/,088478 37744,"Plot No-2, Ground Floor, Near Vani Vihar Railway Station",4.3,
real estate agents,Bhubaneswar,Israil Real Estate - Best Real-estate Construction company in Bhubaneswar,,082600 26403,"shop no-B4, Housing board colony",5.0,
real estate agents,Bhubaneswar,Narula Realty,http://www.narularealty.com/,080188 88888,"501, Janpath Rd",4.6,centerpoint@narularealty.com;hello@theminimalist.in
real estate agents,Bhubaneswar,Utkal Property (Best Property Consultant in Bhubaneswar),http://www.utkalproperty.com/,098615 66735,"Plot No-55, Ln 2",4.4,contact@legworkservices.in
real estate agents,Bhubaneswar,Euphoria Properties Pvt. Ltd.,https://euphoriaproperties.com/,070779 33376,"618,6th Floor, Esplanade One Ln",4.6,sales@euphoriapropertiesassets.com;support@euphoriapropertiesassets.com;sale@euphoriaproperties.com;lease@euphoriaproperties.com;info@euphoriaproperties.com
real estate agents,Bhubaneswar,The Roof,https://theroof.co.in/,099370 00123,"624, Janpath Rd",4.6,enquiries@theroof.co.in
real estate agents,Bhubaneswar,Propguruz Realty India LLP,https://www.propguruz.com/,,"1st Floor, PLOT NO 253/8121, Tarini Temple Road, near Hotel Mayfair",5.0,info@propguruz.com
real estate agents,Bhubaneswar,Omm Creation,https://ommcreation.in/,098619 99222,"N1/A7, 4th floor",4.7,info@ommcreation.in
real estate agents,Bhubaneswar,Skydeck Homes Pvt. Ltd.,https://skydeckhomes.com/,,,4.9,
real estate agents,Bhubaneswar,Dreamappna property private limited,https://linktr.ee/sajan1977,085969 69431,,4.4,
real estate agents,Bhubaneswar,SS REALTY SERVICES,,099373 84053,"HIG-II-124, SRI SATYASAI ENCLAVE, near MANIPAL HOSPITAL",4.3,
real estate agents,Bhubaneswar,Agrani properties,https://agraniproperties.com/,088958 95664,,5.0,
real estate agents,Bhubaneswar,House Rent In Bhubaneswar,https://wa.me/918984003797?text=Hi+I+contacted+you+through+your+Google!Page,089840 03797,,4.3,
real estate agents,Bhubaneswar,ABSB REALTY PRIVATE LIMITED,http://www.absbrealty.com/,092389 02929,"infront of Bank of Baroda, Plot no N6/313, Biju Pattnaik College Rd",4.5,absbrealty@gmail.com
real estate agents,Bhubaneswar,Shree Jagannath Properties & Developers,https://www.sjpd.in/,098610 25849,"N1/A66, CRP Ekamra Kanana Rd",4.5,
real estate agents,Bhubaneswar,PrabandhaOnline.com,https://bhubaneswar.prabandhaonline.com/,093388 81102,"Jayadev Vihar, PRABANDHA Realtor, N/4 -305",4.2,
real estate agents,Bhubaneswar,BHUBANESWAR HOUSE RENT,https://facebook.com/groups/2123425101108972/,099373 17543,,4.3,
real estate agents,Bhubaneswar,NewWay Properties,http://www.newwayproperties.in/,081440 84450,,5.0,info@newwayproperties.in
real estate agents,Bhubaneswar,Dealinee Estate,http://www.dealinee.com/,,"Flat No - 5A, 5th Floor, Iscon Residency Apartment",4.2,
real estate agents,Bhubaneswar,HQM FOUZ HOMES,,,A224,4.8,
real estate agents,Bhubaneswar,My Homes Estate,http://myhomesestate.com/,073813 60887,"L-5, Sriram Vihar, My Homes Estate 3rd Floor, Pvt. Plot-66",5.0,myhomesestate@gmail.com
real estate agents,Bhubaneswar,SRQ Estate & Solutions,https://srqestates.in/,091244 53175,"Plot No-28, Lane Number 2, near bharat petrol pump",4.9,info@srqestates.com
real estate agents,Bhubaneswar,M/S Idea Properties,http://www.ideaproperties.co.in/,,"4th Floor, 405",4.9,info@ideaproperties.co.in
real estate agents,Bhubaneswar,Shivansh Reality,http://shivanshreality.com/,098531 14667,"Nayapally N3, Plot No - N3/36",5.0,
real estate agents,Bhubaneswar,Zivaah Greens Pvt Ltd,http://zivaahgreens.com/,080932 54301,"5th Floor, Esplanade One Mall",4.9,info@zivaahgreens.com
real estate agents,Bhubaneswar,UrbanA4dables,http://www.urbana4dables.com/,099384 84777,Plot No. N5/272,5.0,info@urbana4dables.com;contact@urbana4dables.com
real estate agents,Bhubaneswar,ODISHA PROPERTY BAZAAR,http://www.odishapropertybazaar.com/,073810 19093,7Q4W+3HG,5.0,
real estate agents,Bhubaneswar,DISHA DREAM HOMES PRIVATE LIMITED,http://dishahomes.in/,099381 28191,"GA-197, near Buddha Jayanti Park",5.0,
real estate agents,Bhubaneswar,D.N. Homes Private Limited.,https://dnhomes.com/,0674 255 1303,"D.N.Group, VIP - 15",4.0,info@dnhomes.net
real estate agents,Bhubaneswar,Brace Infrastructure Pvt. Ltd,https://www.braceinfra.in/,096928 54898,N-1/298,4.6,realty@braceinfra.in
real estate agents,Bhubaneswar,Odisha Property,http://www.gharajaga.com/,097763 49332,"1st Floor, 233A",4.8,
real estate agents,Bhubaneswar,"7th heaven homes llp, Grand bazar",http://www.7thheavenhomes.com/,,"4th floor, GRAND BAZAR, SA-411",5.0,support@7thheavenhomes.com
real estate agents,Bhubaneswar,Stairway Developers Pvt. Ltd. - Best Real Estate Developers in Bhubaneswar,https://stairwaydevelopers.com/,090900 55666,"Plot No - 1002/2480, 2nd Floor, Nirupama Enclave, near Swapneswari Temple",5.0,info@stairwaydevelopers.com
real estate agents,Bhubaneswar,Odisha Land Dealer,https://www.odishalanddealer.in/,099370 88663,Plot no.- 407/542/708,4.9,ajayaceb@gmail.com;odishalanddealer@gmail.com
real estate agents,Bhubaneswar,ABB Estates Pvt. Ltd.,https://abbestates.com/,089262 02916,"Ground Floor, GPS Tower, opposite SBI ATM",5.0,sales@abbestates.com
real estate agents,Bhubaneswar,Gaurabh Properties,https://gaurabhproperties.com/,082493 14031,"Plot no- A/25, near Aangan Hotel",5.0,gaurabhpropertise@gmail.com
real estate agents,Bhubaneswar,Property Bundle Pvt Ltd,https://propertybundle.in/,070084 37233,"Office No: 307, 3rd Floor, Esplanade One Mall",5.0,
real estate agents,Bhubaneswar,Mohana Realty | Best Realtors In Bhubaneswar,https://www.mohanarealty.com/,093480 17043,K-5/180,5.0,admin@mohanarealty.com
real estate agents,Chandigarh,CCS Real Estate Private Limited,http://www.ccsrealestates.com/,085588 06719,"B210, 2nd floor, &, Elante Mall Office Complex, Business Park",4.9,care@ccsrealestates.com
real estate agents,Chandigarh,SANKALP REAL ESTATES,,089685 96877,"SPACEJAM, SCO 50-51",4.9,
real estate agents,Chandigarh,Ashoka Associates | Best property dealer in Chandigarh,,098156 78441,"Plot no 800, Industrial Area",4.8,
real estate agents,Chandigarh,Mittal Real Estate provider,,098553 81414,,4.7,
real estate agents,Chandigarh,Shyam Property Consultants,http://shyamproperties.in/,095014 08421,Booth No. 10,5.0,deepak@shyamproperties.in
real estate agents,Chandigarh,Luckypropertywala | Kothi For Sale in Chandigarh | Flat For Sale in Mohali | Flat For Sale in Panchkula,https://luckypropertywala.com/,081959 57057,Booth No-162,5.0,info@luckypropertywala.com
real estate agents,Chandigarh,Brij Properties Sachin Walia,,090561 11777,"First Floor, Cabin No. 102, S.C.O. 144-145",4.9,
real estate agents,Chandigarh,Puri Properties,,098555 05198,"booth no 50, In Main Market",4.8,
real estate agents,Chandigarh,Negi Associates | Property Consultants | Rental Home & Flats | Best Property Dealer in Chandigarh,,098779 82678,"ground floor, Quit office 12, Sector 35 Market Rd",4.7,
real estate agents,Chandigarh,Tricity Property Experts,https://tricitypropertychd.com/,082840 63688,"SCO 98-100, near Multistory Parking",4.9,enquiry@tricitypropertychd.com
real estate agents,Chandigarh,Shrinath Estate,https://www.shrinathestate.in/,090410 62555,"Second Floor, Sector 44D, SCO 371",5.0,
real estate agents,Chandigarh,Tricity Estate Provider|Property Dealers Chandigarh|Commercial Property Agent|Offices For Rent|Tolet Services|House Rental,http://www.propertywala.com/tricity-estate-provider,098150 43215,"Call before Visiting us!!, Dakshin Marg, opposite Kisan Bhawan Chowk",4.0,
real estate agents,Chandigarh,Kamal Estates ( Property Dealer Chandigarh| Property Consultants| Real Estate Agent) - Best Property Dealers In Chandigarh,http://www.kamalestates.com/,098887 99077,S.C.O-209,4.8,kamalestates36@gmail.com
real estate agents,Chandigarh,New Era Realty| Properties In New Chandigarh| Plots In Kurali | 2Bhk flat on rent/3 bhk on rent/ Kothi for rent/,http://newerarealty.in/,077197 22855,,4.9,
real estate agents,Chandigarh,Monga Properties (Sunil Monga & Kevin Monga),,098154 07868,,4.8,
real estate agents,Chandigarh,Veekay Property Dealers (Regd.),,1116-1117,SCO 1116-1117,4.6,
real estate agents,Chandigarh,Bhola Estates,https://bholaestates.com/,098153 01547,,4.6,bholaestates@gmail.com;saralbhola@gmail.com
real estate agents,Chandigarh,GK Associates - Property Dealers in Chandigarh - Mohali - Kharar - Zirakpur,https://gkpropertybuilders.com/,091155 01550,"4th Floor, SCO 85-86",5.0,gkassociates34a@gmail.com
real estate agents,Chandigarh,Delhi Punjab Real Estates,http://www.delhipunjabrealestate.com/,2417-2418,"SCO. 2417-2418, Himalaya Marg",4.7,digidpre@gmail.com
real estate agents,Chandigarh,NEXTGEN,https://youtube.com/@protperty_update_in_mohali?utm_source=facebook&utm_medium=confirmed_link_feature&fbclid=IwZXh0bgNhZW0CMTAAYnJpZBEyT1FuMmE4czAxUXBBQTlnSXNydGMGYXBwX2lkEDIyMjAzOTE3ODgyMDA4OTIAAR4W6PYKlXjIcAGQ8_IB4jWCh78HENm4dSZ29T1QJX7JR5FexmisWoQRTeQ3JA_aem_twPCq5JKb2FGICdVwnsa0g&h=AT7gkdGvNU3aOsewQue1TVBZpF-b5AJhSaALG2ah_edf4qqpDruh2OCW96Df31zE6cWZHzfkkuOa1c8eI0Q4cBTAvWzzQ5hy-H7WvzfwouqxDjZBOVi6lT456bLN45e0YkY4qb0d_eePnkie4kJZIw,070900 44000,,4.9,
real estate agents,Chandigarh,A-One Associates | Best Property Consultants & Dealer in Chandigarh & Mohali,https://lp.aoneassociates.co.in/,098151 54979,"1st Floor, Cabin, SCO 76-77, Madhya Marg",4.5,aoneassociates31@gmail.com
real estate agents,Chandigarh,Bhalla Property Consultants,,093160 05068,"Shop No. 92, Circular Road",4.6,
real estate agents,Chandigarh,RadeOnn,,075270 11121,"RadeOnn SCO No. 50,51 TF Sector 34 A Chandigarh Mob",4.0,
real estate agents,Chandigarh,Gill Real Estate ( Regd.),https://www.gillrealestatechd.in/,0120 524 4619,"Ground Floor, Army Complex, 17",4.7,
real estate agents,Chandigarh,Ganpati Real Estates,https://www.facebook.com/GANPATIESTATE22B/,094170 30964,"SCO 1128-29, 1st Floor, Cabin No. 6, Himalaya Marg",5.0,
real estate agents,Chandigarh,D.M. Associates Private Limited,https://www.dmassociateschd.co.in/,098140 07571,"1st & 2nd Floor, S.C.O. 88, Sarovar Path",4.4,garg0004@yahoo.com
real estate agents,Chandigarh,Pioneer Properties (Real Estate Agent in Mohali),https://pioneerproperties.co.in/,098888 14607,"H.No. HL426, 1st Floor, opp. Extension Library",4.6,info@pioneerproperties.co.in
real estate agents,Chandigarh,Rannvijay Realty,,084110 00001,SCO-145/146,4.9,
real estate agents,Chandigarh,Cheema Real Estate,,097880 00093,"337, Dakshin Marg",5.0,
real estate agents,Chandigarh,Property Round,http://www.propertyround.com/,070357 03521,"Block-G, 77 B, Shivalik Vihar Road",4.6,propertyround@gmail.com
real estate agents,Chandigarh,"DURGA PROPERTIES - BEST DEALS IN OMAXE, DLF, ECOCITY, AMBIKA, THE ADDRESS, NEW CHANDIGARH, CHANDIGARH, MOHALI, PANCHKULA",,098728 01315,"13, near panjab University",4.1,
real estate agents,Chandigarh,Charanjit Properties,https://www.charanjitproperties.in/,078886 81054,Booth 1,5.0,
real estate agents,Chandigarh,Mukesh Kumar Consultant - Office Spaces for Rent in Chandigarh I Mohali I Property Dealer,http://www.propertywala.com/mukesh-kumar-consultant,099150 02795,"2nd floor, SCO-360- 361",4.8,
real estate agents,Chandigarh,"Godrej Eternia, Chandigarh",https://www.godrejproperties.com/chandigarh/commercial/godrej-eternia/overview?utm_source=Googlelisting&utm_medium=Organic,082878 82878,"70, SDM Office Rd, near Bhushan Power & Steel Ltd",4.2,marketing@godrejproperties.com
real estate agents,Chandigarh,Maa Jwalamukhi Property Consultant,https://www.propertyinchandigarh.com/,070095 77218,,5.0,info@propertyinchandigarh.com
real estate agents,Chandigarh,Plutus Realtors | Property Consultant in Chandigarh & Mohali | 18+ Years Experienced,https://www.plutusrealtors.in/,095923 90786,,5.0,webmaster@plutusrealtors.in
real estate agents,Chandigarh,Maloney Investments Private Limited,,0172 462 8811,SCO 230-231 2nd Floor,4.7,
real estate agents,Chandigarh,Mirador Realty,https://miradorrealty.com/,096090 00042,"Third floor, Jubilee Junction, SCO 28, Airport Road, opposite INDIAN SCHOOL OF BUSINESS",4.9,hello@miradorrealty.com
real estate agents,Chandigarh,Shiv properties,http://shivpropertiesinfo.com/,097292 27960,"Booth No, 42, MHC MANIMAJRA",4.5,
real estate agents,Chandigarh,SHREE JEE PROPERTIES,,090410 00090,"726, Sector 26 Rd",5.0,
real estate agents,Chandigarh,MAINI PROPERTIES,,099888 53341,BOOTH NO- 10,5.0,
real estate agents,Chandigarh,Brij Property Sandeep Walia,,090562 22111,"1st Floor, S.C.O, 144-145, Dakshin Marg",4.9,
real estate agents,Chandigarh,Divine Real Estate,,070092 43917,"2401/A, CHANDIGARH HOUSING BOARD, Off, near Gurdwara Sahib",4.7,
real estate agents,Chandigarh,Goel Properties,http://www.goelproperties.com/,098551 23123,"Sco 76-77, Level 1, Madhya Marg",5.0,goelproperties@gmail.com
real estate agents,Chandigarh,LAND REALTORS ( REAL ESTATE ),,,,5.0,
real estate agents,Chandigarh,Gaurav Estates,,098729 95599,Sco No. 373,3.7,
real estate agents,Coimbatore,Rock Realty,http://www.rockrealty.co.in/,096007 99174,"2nd Floor, No.3, Puliakulam Rd, opp. Carmel Garden School",4.8,rockrealtycbe@gmail.com
